Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,6753.4,7444.4,7090.8,9561.5,21627.3,26572.5,33562.2,34222.6,63074.5,101615.5,112841.4
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,270.5,277.8,200.3,285.8,475.4,676.3,1105.5,707.8,1368.0,2454.9,2381.9
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,465.3,474.6,329.7,485.1,1111.1,1792.7,1669.4,1682.2,3210.9,4225.9,5872.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,311.9,349.7,324.2,479.3,1183.4,1629.9,1731.6,1389.8,2686.9,4418.5,4043.2
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,202.4,208.3,173.7,246.4,988.3,1740.4,2455.7,2539.6,4161.9,12102.6,13387.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,405.9,417.0,321.8,426.5,865.8,176.5,1226.4,1170.1,3020.9,3450.3,3377.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,169.5,183.6,120.2,250.5,894.1,1257.0,1622.3,1417.2,2568.5,3972.1,3557.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,359.1,394.9,281.8,407.1,1016.6,1280.6,2029.5,1530.6,2566.1,3589.8,3854.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,556.8,615.3,724.4,817.5,1535.6,2130.1,2067.0,1519.1,2290.9,2874.6,3518.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,300.8,301.9,277.1,323.0,564.7,1066.9,1126.7,891.9,2523.7,2277.2,2200.9
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,140.9,140.6,109.3,149.2,225.3,392.7,283.6,213.3,382.9,343.1,759.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,812.3,1163.0,1152.5,1653.1,3631.7,3404.2,5683.1,5072.8,7267.4,5786.7,5727.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,467.4,657.7,543.6,616.2,1274.9,1746.8,1824.8,1624.8,3757.1,4601.1,6106.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,289.1,306.5,227.2,256.7,770.9,1217.9,1499.3,1490.0,3162.2,6612.5,5923.1
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2001.5,1953.5,2304.9,3165.1,7089.4,8060.6,9237.3,12973.4,24107.1,44906.2,52130.8
