Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,17.7,16.0,15.0,14.1,13.3,12.8,12.3,11.9,11.4,11.0,11.5
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,34.3,33.2,32.5,31.3,28.8,28.3,27.6,26.3,25.9,14.8,14.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,16.3,13.3,11.5,10.8,9.9,9.3,8.7,8.0,7.9,11.9,12.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,14.4,13.4,12.2,11.3,10.7,10.1,9.3,9.2,8.9,8.3,8.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,22.6,21.3,18.7,17.0,15.8,15.4,14.8,14.3,14.0,12.7,12.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,28.9,26.8,24.9,24.2,23.5,23.2,22.6,22.4,20.9,12.0,13.6
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,19.6,18.2,16.6,15.6,14.4,13.9,13.2,12.9,12.2,7.5,8.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,23.1,20.1,17.4,16.6,15.7,15.2,15.0,14.3,14.0,15.2,15.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,14.9,13.3,12.9,11.5,10.9,10.2,9.7,9.1,8.6,9.8,10.6
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,25.2,23.5,22.6,21.4,20.5,20.0,19.5,19.2,18.7,14.5,14.7
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,23.6,22.1,20.3,19.8,18.3,17.7,16.4,16.1,15.3,13.6,12.3
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,12.5,11.2,10.3,9.2,8.5,7.9,7.4,7.0,6.5,8.1,9.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,10.2,9.7,9.6,8.7,8.4,7.8,7.4,7.3,6.6,13.5,14.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,20.6,19.1,17.2,15.9,15.1,14.3,13.3,12.9,12.5,13.0,13.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2.6,2.3,2.1,1.8,1.5,0.9,0.7,0.6,0.4,1.9,2.6
