Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,466183.0,477094.9,490846.6,507547.5,521244.6,536785.5,548995.8,636414.3,658357.0,692512.6,703766.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,28910.7,29225.6,30005.3,35122.5,35100.8,31369.4,31542.2,32290.0,33563.0,34630.4,35577.2
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,28580.8,29352.4,30149.5,31053.7,31544.0,32026.4,32575.5,44691.7,51770.6,52723.9,54307.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,25875.4,26211.3,26529.2,27411.5,29948.4,32225.8,33639.4,34374.9,34644.1,35222.5,35492.2
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,17274.7,17556.7,17958.2,18298.2,18656.6,19241.5,19935.6,24296.4,24852.3,26371.7,26556.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,41533.4,44432.5,46809.4,50373.3,53137.1,54953.4,55203.0,55785.9,57336.1,58770.2,59136.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,18047.2,18306.7,18936.2,20755.5,21296.8,22103.6,22485.2,24352.2,25036.5,28229.8,29688.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,41045.0,41611.9,42860.2,40529.8,41333.6,44409.0,46887.2,49275.5,50263.7,51041.7,51534.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,49561.2,50925.3,53083.2,55535.5,56751.5,58026.5,59259.3,78362.0,79206.8,83408.1,85077.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,30721.1,30968.5,31315.9,31710.6,32240.1,33115.6,33891.7,37747.6,37932.1,38299.5,38890.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,12166.5,12267.2,11611.6,11553.3,12168.2,13023.8,13187.4,16413.9,16642.4,18019.0,18252.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,41453.7,41755.6,42516.0,42773.6,43695.3,45135.1,46980.6,48774.8,52266.6,67368.3,67626.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,44453.5,46267.5,47342.5,48013.9,48661.6,49037.1,49539.9,80806.2,81727.1,82671.4,82582.3
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,40042.2,40236.1,42501.5,43044.8,43516.4,45421.1,45729.4,46360.2,46776.6,47453.2,48489.4
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,46517.6,47977.4,49227.7,51371.2,53194.4,56697.3,58139.3,62883.1,66339.1,68302.9,70556.8
